"ISO","product.end.true","procap.end.true","ess","lp"
"AFG",1980.88583753894,3970.22010801763,0.134883699325329,-8.1540557908047
"ALB",3966.92798606288,19747.9103714325,0.595300187255841,61.9033166427508
"ARE",169206.889426021,488513.614337482,0.0593182018985262,21.8695587219799
"ARG",16239.328017991,30206.4057305845,0.289102012763727,93.6195196942967
"ARM",3936.9177120292,12420.0186390131,0.0112718952135926,28.58186751419
"AUS",74566.309206467,257337.879945518,0.556302904629949,174.413570096217
"AUT",43892.4544638618,203448.819152543,0.137318664207353,109.359832881908
"BDI",490.992226863258,234.37174136066,0.0119451547248448,81.5370363438515
"BEL",40968.8888550072,175184.441646554,0.701576907567659,121.125842545193
"BEN",2312.95475255575,5830.82584139908,0.402329175351115,135.08596065596
"BGD",2072.97481228554,3840.93153892791,0.138171262941508,154.196195211567
"BGR",6857.64350566708,16864.7084000182,0.00681430837933366,74.7855863140652
"BHR",56117.4730690746,213554.429587542,0.381456832692348,85.0023045141349
"BLZ",9819.11021541635,20462.1761157954,0.161536602989691,69.5069094967746
"BOL",4543.70435711187,7002.27914476851,0.0999915713892462,94.4667010286437
"BRA",10874.4278161343,24453.0557053219,0.109384470007399,114.949196469797
"BRB",14916.7731596237,47784.6795302865,0.284757506345136,110.547086960206
"BWA",10223.4411243826,34763.6571353466,0.388724292708477,92.9067596753053
"CAF",594.830802584478,1390.64785865796,0.103210480566184,16.7417263365076
"CAN",51015.3513794638,190293.326399068,0.25366280474469,139.062369402824
"CHE",94527.2114885076,357573.673963321,0.482982807655835,122.116274364854
"CHL",17321.7664277179,38011.6576591972,0.151706412312651,126.574415758926
"CHN",11571.4743575258,25035.8019506266,0.0515769596872279,100.588599700256
"CIV",4350.95001679717,1197.44647947315,0.0840448111406994,12.6374257730277
"CMR",2784.76766892431,6219.1599020835,0.0661058630676435,125.129595920382
"COD",1115.97015374268,610.328423794657,0.312717907588076,44.5603166213584
"COG",3976.83442958397,22778.2473717209,0.0941008361039749,35.1167143014252
"COL",8295.92221204061,23438.9979607105,0.479143655080759,105.425794164512
"CRI",17513.6628788992,28335.8875873552,0.472104957377192,150.88180512864
"CUB",7345.33213378292,11567.3286510715,0.479010531094144,8.1974188629067
"CYP",24768.9932077183,105813.740880496,0.660058882025645,107.399991058247
"CZE",17485.5019001484,79035.1741098072,0.432413966948829,120.533059089294
"DEU",37880.9767091694,177068.971727212,0.414966486214959,162.266491759871
"DNK",52925.8389438425,231239.774128257,0.0576934705353446,156.480562858869
"DOM",10399.6189142238,33502.1264709624,0.64588646752175,113.163147193186
"DZA",6147.81415425564,20019.2422275456,0.190709396917511,52.5361746874118
"ECU",8614.49366264069,22458.9560906622,0.429271132922256,104.705799461607
"EGY",5951.09025385487,4746.4985541448,0.172966994456792,109.904318986316
"ESP",26857.9821453046,158692.059209951,0.332853831903452,127.064956068199
"EST",16951.5598911426,66891.7740718092,0.555177848866363,80.2692080518063
"FIN",42224.6244028132,193900.421868931,0.583836839099874,105.664230077336
"FJI",5202.0829195407,14649.5821409735,0.471924097206837,75.0072511179418
"FRA",36550.1803376,171590.468914196,0.310675803692489,172.471178352784
"GAB",12574.3999955449,70001.1054434933,0.49099452272301,74.2929621250579
"GBR",44625.444398544,150379.820511556,0.788184067397396,153.79853303698
"GHA",3611.70312652877,7520.89040352598,0.0554993908335689,90.6783567003732
"GMB",1325.71929066581,3223.1134888623,0.185826009188917,68.1939877573974
"GRC",15941.4277091024,96757.9109764025,0.402973707574591,40.4618376972954
"GTM",6593.3227938393,13704.626539949,0.325477802844562,164.122942262204
"GUY",5913.9780525597,10308.5439556638,0.188999247278788,30.5708361977417
"HND",3998.11701975127,10917.6163482302,0.539077464204142,114.762922059739
"HRV",11078.747895067,54909.1895202057,0.270724114206034,86.8004148937733
"HTI",1870.89846585972,3596.44457312403,0.355993415437328,76.1114308742018
"HUN",11995.2633642776,58909.3425386537,0.373283609900611,105.379827280277
"IDN",4710.18208275477,10220.9805016545,0.407417645876016,88.1841247459779
"IND",2714.60826845825,8500.14295021863,0.663750113500261,113.874191236976
"IRL",82568.9323106209,312401.059672251,0.339123994659074,24.5178751583277
"IRN",7226.52816472564,25503.7634483414,0.276611722664895,34.937070478283
"IRQ",10105.3629330622,18879.7373128462,0.0791662117018411,3.47575607808205
"ISL",68234.9759627177,282449.730443561,0.237232630270808,75.2384138476951
"ISR",64748.1265227025,137647.385820642,0.470618638275325,119.081840613531
"ITA",26285.6544306402,125689.949671053,0.104321442737501,143.198136962381
"JAM",5067.57888795319,22365.3284471332,0.355255261527173,97.5978300050342
"JOR",9886.10203587834,12089.1245412454,0.185720332730889,80.6495118588164
"JPN",30600.0080229643,174482.599446031,0.0131476666042735,130.878956530199
"KAZ",12096.6565671363,20573.9296289863,0.222449897841097,55.0725439603941
"KEN",3114.1122034723,2034.52734808813,0.122154795560088,98.7583048119277
"KGZ",1503.07271727679,860.411964484214,0.128684268991373,57.5443994857482
"KHM",2303.25439857674,4838.58485747893,0.0196228158720325,71.6462424584161
"KOR",33117.1845582967,144189.241395138,0.0525438304546782,142.518278392823
"KWT",71553.218438921,235275.191100823,0.38072202599325,-7.84607465890469
"LAO",3759.16034397323,4178.50733152921,0.0548082691560899,72.1462084737235
"LBR",1440.58312585452,1991.89996542953,0.168625388839863,-10.9274981220778
"LKA",5122.37491297163,9811.82915255846,0.624226587130665,90.5866574872952
"LSO",1180.71484889554,3964.53230268764,0.0658081081140384,40.2374141128626
"LTU",14201.881702603,43333.7293709487,0.350315290870796,92.3780010682271
"LUX",146026.325873189,275995.371075677,0.497081891767601,73.0589327326026
"LVA",13840.4732526835,40199.6259938115,0.450658679273065,66.8094034800983
"MAR",4298.29581932891,14126.5958074221,0.0260207445930905,87.4386658360144
"MDA",2784.4270757353,11454.6168668075,0.422979473828079,51.4680864854447
"MDV",19371.3094110443,20223.585243811,0.0250701399345924,-2.83175384589963
"MEX",12947.9182242962,42946.327995226,0.0517267896294962,141.244843802803
"MLI",1553.42697562165,2272.05795186475,0.49400650816684,123.688809150509
"MLT",33203.0440661444,69473.267659035,0.0121579962432593,85.3907350777097
"MMR",1800.20502196597,1180.1630264987,0.41285521918667,37.5709072495716
"MNG",5909.66083903595,3935.43506686802,0.274123303495213,60.3904018222783
"MOZ",1220.38943093467,1397.60902389057,0.0225196645062775,61.9713381459147
"MRT",3042.46481745917,6245.14897241899,0.0494851212823193,46.1322367206785
"MUS",10802.1577540219,18635.2933640561,0.633111214251753,114.067020524714
"MWI",978.849880611987,1418.61828244512,0.129722780549508,25.2459852005708
"MYS",16974.397603827,37126.6422516167,0.316595539862292,99.8348747079026
"NAM",7375.1583769619,14656.6803678142,0.0467942747228147,78.0051550000053
"NER",1295.07215640507,2075.63049255042,0.269320196225348,124.892669834795
"NGA",4630.31103957544,2457.13148056559,0.062919314024604,68.5849402320627
"NIC",2811.45753199766,9299.93874194956,0.291549600649903,97.4314984588365
"NLD",45834.7085544911,184894.959109735,0.659578092690359,148.91897534477
"NOR",79387.9528351808,296923.950333826,0.603388019606466,127.994755046606
"NPL",1290.69025892606,2561.24151691454,0.714045930359183,113.632066492154
"NZL",51852.970914125,137007.801304981,0.47491719879054,106.973803565024
"PAK",2326.8414411832,2696.45525020154,0.10278538657302,123.033067231198
"PAN",22487.4870555432,33271.8950239426,0.179619360509878,76.8923758717222
"PER",8567.54318758808,16652.6642983832,0.20426771343347,105.016782427291
"PHL",5347.67059850639,9782.70494409125,0.689276862492196,98.5669149728438
"PNG",4845.74091086643,4942.6009516322,0.504927462798073,18.4702317407218
"POL",12610.7552796545,29406.5404100882,0.644072961518008,124.795310780002
"PRT",17313.4893476777,86322.4385760572,0.332048463667238,111.08170239436
"PRY",8318.61711370896,9885.77164034975,0.0833776204002537,82.6765625918554
"QAT",358311.425431451,910735.380033843,0.0217283905397467,-4.91958764658487
"ROU",9333.86292723196,29819.1251489769,0.6478401545209,85.8862843799327
"RUS",8461.07493849426,16682.6103129859,0.235274358853007,65.3817749031533
"RWA",1581.66181853954,1963.51631522382,0.466982690087946,6.28692150998486
"SAU",38184.5545855673,106227.099945067,0.115538361273659,70.1485138830487
"SDN",3282.28218892242,5164.95280820768,0.752774264319382,46.1430328645164
"SEN",2478.0574575317,8017.65421525054,0.0985652983440737,125.750501228844
"SGP",97897.7591298872,257574.328894104,0.28701725610675,109.363813831009
"SLE",1024.9258641422,978.560232406533,0.095651884485252,38.3268468041272
"SLV",3922.12177971913,10412.2174771024,0.473593218878664,137.00136723723
"SRB",5566.2110011185,19446.1500427222,0.325873254352703,49.3770373504052
"SVK",15940.7459659381,57898.8248918284,0.159591652514387,113.1913610214
"SVN",20257.9893182128,94487.9012512702,0.338581721026933,92.0379282017054
"SWE",54152.6525474673,236341.942608668,0.44430270792479,131.113922083915
"SWZ",4463.89366329175,23659.5157904892,0.285862436216885,97.4280934585413
"SYR",998.94101939346,7471.59662259392,0.316202300505739,9.60400738683793
"TGO",1431.80834575604,3200.0482884764,0.501934363287962,76.3310758173215
"THA",6909.77816935043,22150.0395572858,0.141028015840434,113.628453353741
"TJK",1746.90882867163,975.810504892027,0.436013960488208,40.3740251056833
"TTO",14167.2426691802,1740.58397336952,0.139534006651861,19.9789914028431
"TUN",5028.15910333778,17834.4523592421,0.362689107995319,121.563225240087
"TUR",15911.2662172875,44490.4844180739,0.809401872276349,127.273128531005
"TZA",2017.15480897223,3027.5117109161,0.215363123743081,133.35692610062
"UGA",2038.95218661564,4901.39519784197,0.440181851058956,112.419795963576
"UKR",1928.01903407878,10598.0094788614,0.111646411841657,43.374951364396
"URY",16248.7980182661,26694.4291176919,0.289597011488129,108.883032432523
"USA",65266.5331380398,225585.232304574,0.660003202707917,151.721960169319
"VEN",14601.6522765255,40754.0831292807,NA,705.825039207919
"VNM",4227.88841390984,5562.14654630989,0.00832172418021858,63.7010425565366
"YEM",917.193410172442,3222.5542726837,0.75556311282011,12.6840197557831
"ZAF",8097.98915359122,24370.9224912275,0.255600560900203,128.559362543896
"ZMB",2882.08859586682,10317.8089226056,0.340157570627349,39.0754759429727
"ZWE",1529.72429228549,519.435186714237,0.133178073189457,2.24783196702538
